timestamp,temp,hum,mic,ax,ay,az
1773579226.9252927,22.1,30.2,0,-4160,164,408
1773579226.9459352,22.1,30.2,0,-4160,164,408
1773579226.9664147,22.1,30.2,0,-4128,92,448
1773579226.9865816,22.1,30.2,0,-4128,92,448
1773579227.0072086,22.1,30.2,0,-4156,124,416
1773579227.027982,22.1,30.2,0,-4156,124,416
1773579227.0484884,22.1,30.2,0,-4156,124,416
1773579227.069196,22.1,30.2,0,-4144,128,452
1773579227.089814,22.1,30.2,0,-4144,128,452
1773579227.1101155,22.1,30.2,0,-4180,160,388
1773579227.1306667,22.1,30.2,0,-4180,160,388
1773579227.151499,22.1,30.2,0,-4180,160,388
1773579227.1719553,22.1,30.2,0,-4120,64,436
1773579227.1923695,22.1,30.2,0,-4120,64,436
1773579227.2129102,22.1,30.2,0,-4120,64,436
1773579227.2332718,22.1,30.2,0,-4172,136,436
1773579227.254418,22.1,30.2,0,-4172,136,436
1773579227.2766793,22.1,30.2,0,-4144,108,464
1773579227.3024266,22.1,30.2,0,-4144,108,464
1773579227.3226328,22.1,30.2,0,-4160,132,372
1773579227.3437881,22.1,30.2,0,-4160,132,372
1773579227.364156,22.1,30.2,0,-4160,132,372
1773579227.385096,22.1,30.2,0,-4168,120,460
1773579227.4059892,22.1,30.2,0,-4168,120,460
1773579227.4266403,22.1,30.2,0,-4136,128,392
1773579227.4471846,22.1,30.2,0,-4136,128,392
1773579227.4680173,22.1,30.2,0,-4136,128,392
1773579227.488767,22.1,30.2,0,-4160,116,476
1773579227.5095022,22.1,30.2,0,-4160,116,476
1773579227.5297558,22.1,30.2,0,-4160,116,476
1773579227.5503895,22.1,30.2,0,-4144,116,376
1773579227.5707035,22.1,30.2,0,-4144,116,376
1773579227.591299,22.1,30.2,0,-4176,104,472
1773579227.6116498,22.1,30.2,0,-4176,104,472
1773579227.6321614,22.1,30.2,0,-4176,104,472
1773579227.6527083,22.1,30.2,0,-4156,152,424
1773579227.673118,22.1,30.2,0,-4156,152,424
1773579227.693578,22.1,30.2,0,-4096,84,468
1773579227.7138207,22.1,30.2,0,-4096,84,468
1773579227.7345428,22.1,30.2,0,-4096,84,468
1773579227.755032,22.1,30.2,0,-4172,180,448
1773579227.7758949,22.1,30.2,0,-4172,180,448
1773579227.7964227,22.1,30.2,0,-4172,180,448
1773579227.818542,22.1,30.2,0,-4144,64,464
1773579227.839212,22.1,30.2,0,-4144,64,464
1773579227.85997,22.1,30.2,0,-4148,132,412
1773579227.880332,22.1,30.2,0,-4148,132,412
1773579227.9009037,22.1,30.2,0,-4148,132,412
1773579227.9216802,22.1,30.2,0,-4132,76,476
1773579227.946521,22.1,30.2,0,-4132,76,476
1773579227.969557,22.1,30.2,0,-4184,164,424
