Time_s,Temperature_C,Humidity_percent,Microphone,AccelX,AccelY,AccelZ,DynamicAccel,Spike_Binary,Spike_YesNo
0.00180042910575867,23.3,32.6,0,-104,-4120,60,223.302231342337,0,No
0.0018211555480957,23.3,32.6,0,-104,-4120,60,223.302231342337,0,No
0.00184210419654846,23.3,32.6,0,-120,-4104,40,213.421140739299,0,No
0.00186259460449219,23.3,32.6,0,-120,-4104,40,213.421140739299,0,No
0.00188328289985657,23.3,32.6,0,-120,-4104,40,213.421140739299,0,No
0.00190370607376099,23.3,32.6,0,-104,-4120,44,209.026376041078,0,No
0.00192498421669006,23.3,32.6,0,-104,-4120,44,209.026376041078,0,No
0.00194542956352234,23.3,32.6,0,-108,-4120,48,214.428879595298,0,No
0.00196617364883423,23.3,32.6,0,-108,-4120,48,214.428879595298,0,No
0.0019869601726532,23.3,32.6,0,-108,-4120,48,214.428879595298,0,No
0.0020083794593811,23.3,32.6,0,-108,-4108,44,210.722948678845,0,No
0.002028804063797,23.3,32.6,0,-108,-4108,44,210.722948678845,0,No
0.00204944729804993,23.3,32.6,0,-108,-4116,44,210.774539566252,0,No
0.00207017779350281,23.3,32.6,0,-108,-4116,44,210.774539566252,0,No
0.00209077954292297,23.3,32.6,0,-108,-4116,44,210.774539566252,0,No
0.00211101579666138,23.3,32.6,0,-108,-4108,56,221.325679895279,0,No
0.00213172960281372,23.3,32.6,0,-108,-4108,56,221.325679895279,0,No
0.00215204405784607,23.3,32.6,0,-124,-4128,40,216.163301617244,0,No
0.00217277646064758,23.3,32.6,0,-124,-4128,40,216.163301617244,0,No
0.00219319033622742,23.3,32.6,0,-124,-4128,40,216.163301617244,0,No
0.00221378397941589,23.3,32.6,0,-104,-4116,64,226.777377549299,0,No
0.00223404240608215,23.3,32.6,0,-104,-4116,64,226.777377549299,0,No
0.00225474905967712,23.3,32.6,0,-104,-4116,64,226.777377549299,0,No
0.00227504968643188,23.3,32.6,0,-116,-4132,48,219.157179383063,0,No
0.00229545545578003,23.3,32.6,0,-116,-4132,48,219.157179383063,0,No
0.00231603837013245,23.3,32.6,0,-124,-4116,40,215.531795384997,0,No
0.00233671021461487,23.3,32.6,0,-124,-4116,40,215.531795384997,0,No
0.00235740447044373,23.3,32.6,0,-124,-4116,40,215.531795384997,0,No
0.00237837409973145,23.3,32.6,0,-116,-4132,48,219.157179383063,0,No
0.00239867258071899,23.3,32.6,0,-116,-4132,48,219.157179383063,0,No
0.00241936707496643,23.3,32.6,0,-104,-4120,32,198.492141909108,0,No
0.00244001126289368,23.3,32.6,0,-104,-4120,32,198.492141909108,0,No
0.00246068692207336,23.3,32.6,0,-104,-4120,32,198.492141909108,0,No
0.00248120617866516,23.3,32.6,0,-140,-4116,36,221.418163469926,0,No
0.00250155711174011,23.3,32.6,0,-140,-4116,36,221.418163469926,0,No
0.00252371454238892,23.3,32.6,0,-104,-4108,44,208.833444966745,0,No
0.00254400038719177,23.3,32.6,0,-104,-4108,44,208.833444966745,0,No
0.0025643458366394,23.3,32.6,0,-104,-4108,44,208.833444966745,0,No
0.00258706641197205,23.3,32.6,0,-120,-4144,68,239.854261134875,0,No
0.00260810542106628,23.3,32.6,0,-120,-4144,68,239.854261134875,0,No
0.00262882256507874,23.3,32.6,0,-100,-4112,48,210.571822066911,0,No
0.00264945268630981,23.3,32.6,0,-100,-4112,48,210.571822066911,0,No
0.0026700587272644,23.3,32.6,0,-100,-4112,48,210.571822066911,0,No
0.00269075679779053,23.3,32.6,0,-116,-4120,44,214.863412358996,0,No
0.00271134948730469,23.3,32.6,0,-116,-4120,44,214.863412358996,0,No
0.00273215866088867,23.3,32.6,0,-116,-4120,44,214.863412358996,0,No
0.00275302577018738,23.3,32.6,0,-116,-4120,52,221.784166006846,0,No
0.002773841381073,23.3,32.6,0,-116,-4120,52,221.784166006846,0,No
0.00279454588890076,23.3,32.6,0,-124,-4112,56,229.065367851082,0,No
0.00281523442268372,23.3,32.6,0,-124,-4112,56,229.065367851082,0,No
0.0028358051776886,23.3,32.6,0,-124,-4112,56,229.065367851082,0,No
0.00285646867752075,23.3,32.6,0,-96,-4136,40,203.211822620942,0,No
0.00287705540657043,23.3,32.6,0,-96,-4136,40,203.211822620942,0,No
0.00289770674705505,23.3,32.6,0,-96,-4132,52,213.525332500377,0,No
0.00291829919815063,23.3,32.6,0,-96,-4132,52,213.525332500377,0,No
0.00294033646583557,23.3,32.6,0,-96,-4132,52,213.525332500377,0,No
0.00296075320243835,23.3,32.6,0,-116,-4128,52,222.265520764717,0,No
0.00298118162155151,23.3,32.6,0,-116,-4128,52,222.265520764717,0,No
0.0030018162727356,23.3,32.6,0,-104,-4140,52,217.918149256349,0,No
0.00302298641204834,23.3,32.6,0,-104,-4140,52,217.918149256349,0,No
0.00304357528686523,23.3,32.6,0,-104,-4140,52,217.918149256349,0,No
0.00306438803672791,23.3,32.6,0,-96,-4124,48,209.256677383394,0,No
0.00308588600158691,23.3,32.6,0,-96,-4124,48,209.256677383394,0,No
0.00310701465606689,23.3,32.6,0,-104,-4124,60,223.505613435537,0,No
0.00312770652770996,23.3,32.6,0,-104,-4124,60,223.505613435537,0,No
0.003148104429245,23.3,32.6,0,-104,-4124,60,223.505613435537,0,No
0.00316864204406738,23.3,32.6,0,-120,-4116,48,220.207020277401,0,No
0.00318990993499756,23.3,32.6,0,-120,-4116,48,220.207020277401,0,No
0.00321066737174988,23.3,32.6,0,-108,-4124,28,197.2708577495,0,No
0.00323118257522583,23.3,32.6,0,-108,-4124,28,197.2708577495,0,No
0.00325181555747986,23.3,32.6,0,-108,-4124,28,197.2708577495,0,No
0.00327225208282471,23.3,32.6,0,-128,-4132,56,232.116478703315,0,No
0.00329291200637817,23.3,32.6,0,-128,-4132,56,232.116478703315,0,No
0.00331344556808472,23.3,32.6,0,-128,-4132,56,232.116478703315,0,No
0.00333441209793091,23.3,32.6,0,-104,-4132,48,213.437600214802,0,No
0.00335520839691162,23.3,32.6,0,-104,-4132,48,213.437600214802,0,No
0.00337572884559631,23.3,32.6,0,-92,-4116,52,210.876322514527,0,No
0.00339636945724487,23.3,32.6,0,-92,-4116,52,210.876322514527,0,No
0.00341681838035583,23.3,32.6,0,-92,-4116,52,210.876322514527,0,No
0.00343750953674316,23.3,32.6,0,-104,-4132,40,206.392051360157,0,No
0.00345791721343994,23.3,32.6,0,-104,-4132,40,206.392051360157,0,No
0.00347886443138123,23.3,32.6,0,-116,-4132,44,215.719503324896,0,No
0.00349964356422424,23.3,32.6,0,-116,-4132,44,215.719503324896,0,No
0.00352034378051758,23.3,32.6,0,-116,-4132,44,215.719503324896,0,No
0.00354067993164063,23.3,32.6,0,-100,-4120,36,200.093333714137,0,No
0.00356126403808594,23.3,32.6,0,-100,-4120,36,200.093333714137,0,No
0.00358178067207336,23.3,32.6,0,-104,-4128,44,209.537040425612,0,No
0.00360325884819031,23.3,32.6,0,-104,-4128,44,209.537040425612,0,No
0.00362429785728455,23.3,32.6,0,-104,-4128,44,209.537040425612,0,No
0.00364492964744568,23.3,32.6,0,-116,-4124,44,215.074774637291,0,No
0.00366564893722534,23.3,32.6,0,-116,-4124,44,215.074774637291,0,No
0.00368657374382019,23.3,32.6,0,-116,-4124,44,215.074774637291,0,No
0.00370720553398132,23.3,32.6,0,-116,-4124,44,215.074774637291,0,No
0.00372779154777527,23.3,32.2,0,-124,-4108,48,222.238924838162,0,No
0.0037486355304718,23.3,32.2,0,-124,-4108,48,222.238924838162,0,No
0.0037692985534668,23.3,32.2,0,-96,-4124,36,198.492976068015,0,No
0.00379176902770996,23.3,32.2,0,-96,-4124,36,198.492976068015,0,No
0.00381227946281433,23.3,32.2,0,-96,-4124,36,198.492976068015,0,No
0.00383281087875366,23.3,32.2,0,-112,-4116,48,216.207365862022,0,No
0.00385340905189514,23.3,32.2,0,-112,-4116,48,216.207365862022,0,No
0.00387428903579712,23.3,32.2,0,-116,-4116,52,221.651401025627,0,No
0.00389472889900208,23.3,32.2,0,-116,-4116,52,221.651401025627,0,No
0.00391545033454895,23.3,32.2,0,-116,-4116,52,221.651401025627,0,No
0.00393627309799194,23.3,32.2,0,-96,-4104,28,191.047553383683,0,No
0.00395664405822754,23.3,32.2,0,-96,-4104,28,191.047553383683,0,No
0.00397729182243347,23.3,32.2,0,-96,-4120,40,201.840417146835,0,No
0.00399802017211914,23.3,32.2,0,-96,-4120,40,201.840417146835,0,No
0.0040194616317749,23.3,32.2,0,-96,-4120,40,201.840417146835,0,No
0.00403978514671326,23.3,32.2,0,-108,-4124,32,200.705646352123,0,No
0.00406257486343384,23.3,32.2,0,-108,-4124,32,200.705646352123,0,No
0.00408367967605591,23.3,32.2,0,-104,-4128,40,206.016519119036,0,No
0.00410435438156128,23.3,32.2,0,-104,-4128,40,206.016519119036,0,No
0.00412507319450378,23.3,32.2,0,-104,-4128,40,206.016519119036,0,No
0.00414580392837524,23.3,32.2,0,-92,-4120,32,192.906377058871,0,No
0.0041662003993988,23.3,32.2,0,-92,-4120,32,192.906377058871,0,No
0.00418664574623108,23.3,32.2,0,-92,-4120,32,192.906377058871,0,No
0.00420717287063599,23.3,32.2,0,-100,-4128,36,200.62673706736,0,No
0.00422780466079712,23.3,32.2,0,-100,-4128,36,200.62673706736,0,No
0.00424844694137573,23.3,32.2,0,-104,-4132,32,199.418526079834,0,No
0.00426903200149536,23.3,32.2,0,-104,-4132,32,199.418526079834,0,No
0.00429086804389954,23.3,32.2,0,-104,-4132,32,199.418526079834,0,No
0.00431186413764954,23.3,32.2,0,-120,-4112,40,213.322124365763,0,No
0.00433266377449036,23.3,32.2,0,-120,-4112,40,213.322124365763,0,No
0.00435308313369751,23.3,32.2,0,-116,-4120,48,218.314569213674,0,No
0.00437444996833801,23.3,32.2,0,-116,-4120,48,218.314569213674,0,No
0.00439504027366638,23.3,32.2,0,-116,-4120,48,218.314569213674,0,No
0.00441556620597839,23.3,32.2,0,-100,-4112,28,192.835853633546,0,No
0.00443586111068726,23.3,32.2,0,-100,-4112,28,192.835853633546,0,No
0.00445618939399719,23.3,32.2,0,-104,-4116,32,198.343786605319,0,No
0.00447675466537476,23.3,32.2,0,-104,-4116,32,198.343786605319,0,No
0.00449746370315552,23.3,32.2,0,-104,-4116,32,198.343786605319,0,No
0.0045186607837677,23.3,32.2,0,-108,-4136,52,219.230929441564,0,No
0.0045401406288147,23.3,32.2,0,-108,-4136,52,219.230929441564,0,No
0.00456089472770691,23.3,32.2,0,-124,-4156,52,230.146860613767,0,No
0.00458155870437622,23.3,32.2,0,-124,-4156,52,230.146860613767,0,No
0.00460201239585876,23.3,32.2,0,-124,-4156,52,230.146860613767,0,No
0.00462229108810425,23.3,32.2,0,-112,-4128,44,213.361847659749,0,No
0.00464299750328064,23.3,32.2,0,-112,-4128,44,213.361847659749,0,No
0.00466326355934143,23.3,32.2,0,-116,-4128,32,205.151495044053,0,No
0.00468360376358032,23.3,32.2,0,-116,-4128,32,205.151495044053,0,No
0.00470407199859619,23.3,32.2,0,-116,-4128,32,205.151495044053,0,No
0.00472469115257263,23.3,32.2,0,-92,-4124,56,214.889585571543,0,No
0.00474555802345276,23.3,32.2,0,-92,-4124,56,214.889585571543,0,No
0.00476629781723022,23.3,32.2,0,-92,-4124,56,214.889585571543,0,No
0.00478667688369751,23.3,32.2,0,-112,-4128,44,213.361847659749,0,No
0.00480766630172729,23.3,32.2,0,-112,-4128,44,213.361847659749,0,No
0.00482830500602722,23.3,32.2,0,-108,-4116,36,203.793955279751,0,No
0.00484885096549988,23.3,32.2,0,-108,-4116,36,203.793955279751,0,No
0.00486960506439209,23.3,32.2,0,-108,-4116,36,203.793955279751,0,No
0.00489131045341492,23.3,32.2,0,-104,-4120,28,195.018371542954,0,No
0.00491185164451599,23.3,32.2,0,-104,-4120,28,195.018371542954,0,No
0.00493246054649353,23.3,32.2,0,-108,-4124,36,204.161018899357,0,No
0.00495320606231689,23.3,32.2,0,-108,-4124,36,204.161018899357,0,No
0.00497369027137756,23.3,32.2,0,-108,-4124,36,204.161018899357,0,No
0.00499448919296265,23.3,32.2,0,-108,-4108,64,228.470976060216,0,No
0.00501510858535767,23.3,32.2,0,-108,-4108,64,228.470976060216,0,No
0.00503585433959961,23.3,32.2,0,-124,-4108,44,218.849661989279,0,No
0.00505650758743286,23.3,32.2,0,-124,-4108,44,218.849661989279,0,No
0.00507706165313721,23.3,32.2,0,-124,-4108,44,218.849661989279,0,No
0.00509774708747864,23.3,32.2,0,-100,-4120,36,200.093333714137,0,No
0.00511846971511841,23.3,32.2,0,-100,-4120,36,200.093333714137,0,No
0.00513894534111023,23.3,32.2,0,-108,-4120,44,210.91415136044,0,No
0.00515948438644409,23.3,32.2,0,-108,-4120,44,210.91415136044,0,No
0.00517985963821411,23.3,32.2,0,-108,-4120,44,210.91415136044,0,No
0.00520067834854126,23.3,32.2,0,-104,-4120,44,209.026376041078,0,No
0.00522128319740295,23.3,32.2,0,-104,-4120,44,209.026376041078,0,No
0.00524193024635315,23.3,32.2,0,-104,-4120,44,209.026376041078,0,No
0.00526233053207397,23.3,32.2,0,-124,-4128,52,226.299510488353,0,No
0.00528256297111511,23.3,32.2,0,-124,-4128,52,226.299510488353,0,No
0.00530393433570862,23.3,32.2,0,-116,-4116,40,211.292328529511,0,No
0.00532447218894959,23.3,32.2,0,-116,-4116,40,211.292328529511,0,No
0.00534543704986572,23.3,32.2,0,-116,-4116,40,211.292328529511,0,No
0.00536603617668152,23.3,32.2,0,-100,-4124,56,218.181210725321,0,No
0.00538656544685364,23.3,32.2,0,-100,-4124,56,218.181210725321,0,No
0.00540771079063415,23.3,32.2,0,-100,-4136,44,208.534801355923,0,No
0.00542833733558655,23.3,32.2,0,-100,-4136,44,208.534801355923,0,No
0.00544914937019348,23.3,32.2,0,-100,-4136,44,208.534801355923,0,No
0.00546947693824768,23.3,32.2,0,-116,-4108,44,214.675727147632,0,No
0.00549022531509399,23.3,32.2,0,-116,-4108,44,214.675727147632,0,No
0.00551100659370422,23.3,32.2,0,-112,-4128,32,203.052659562936,0,No
0.00553129935264587,23.3,32.2,0,-112,-4128,32,203.052659562936,0,No
0.00555147552490234,23.3,32.2,0,-112,-4128,32,203.052659562936,0,No
0.00557316303253174,23.3,32.2,0,-104,-4108,28,194.811568175706,0,No
0.00559358382225037,23.3,32.2,0,-104,-4108,28,194.811568175706,0,No
0.00561396288871765,23.3,32.2,0,-104,-4108,28,194.811568175706,0,No
0.00563563203811646,23.3,32.2,0,-108,-4112,24,193.401675309796,0,No
0.00565856504440308,23.3,32.2,0,-108,-4112,24,193.401675309796,0,No
0.00567893505096436,23.3,32.2,0,-120,-4120,44,216.92173550334,0,No
0.00569958472251892,23.3,32.2,0,-120,-4120,44,216.92173550334,0,No
0.0057202296257019,23.3,32.2,0,-120,-4120,44,216.92173550334,0,No
0.00574074935913086,23.3,32.2,0,-120,-4120,44,216.92173550334,0,No
0.00576108455657959,23.3,31.9,0,-116,-4120,48,218.314569213674,0,No
0.00578132915496826,23.3,31.9,0,-116,-4120,48,218.314569213674,0,No
0.00580221223831177,23.3,31.9,0,-104,-4116,36,201.839596822171,0,No
0.00582300209999084,23.3,31.9,0,-104,-4116,36,201.839596822171,0,No
0.00584362721443176,23.3,31.9,0,-104,-4116,36,201.839596822171,0,No
0.00586431384086609,23.3,31.9,0,-104,-4116,48,212.433797514748,0,No
0.00588478517532349,23.3,31.9,0,-104,-4116,48,212.433797514748,0,No
0.00590577864646912,23.3,31.9,0,-116,-4132,64,233.087386867545,0,No
0.00592626357078552,23.3,31.9,0,-116,-4132,64,233.087386867545,0,No
0.0059470112323761,23.3,31.9,0,-116,-4132,64,233.087386867545,0,No
0.00596737170219421,23.3,31.9,0,-100,-4120,40,203.637686485673,0,No
0.00598842644691467,23.3,31.9,0,-100,-4120,40,203.637686485673,0,No
0.00600884890556335,23.3,31.9,0,-100,-4120,40,203.637686485673,0,No
0.00602956175804138,23.3,31.9,0,-108,-4120,44,210.91415136044,0,No
0.00605024147033691,23.3,31.9,0,-108,-4120,44,210.91415136044,0,No
0.00607103943824768,23.3,31.9,0,-100,-4104,56,217.873075757242,0,No
0.00609208846092224,23.3,31.9,0,-100,-4104,56,217.873075757242,0,No
0.0061126708984375,23.3,31.9,0,-100,-4104,56,217.873075757242,0,No
0.0061334023475647,23.3,31.9,0,-112,-4116,48,216.207365862022,0,No
0.00615392732620239,23.3,31.9,0,-112,-4116,48,216.207365862022,0,No
0.0061747841835022,23.3,31.9,0,-120,-4128,56,227.705248609775,0,No
0.00619561862945557,23.3,31.9,0,-120,-4128,56,227.705248609775,0,No
0.00621604990959167,23.3,31.9,0,-120,-4128,56,227.705248609775,0,No
0.00623673391342163,23.3,31.9,0,-104,-4116,40,205.353811763348,0,No
0.00625758528709412,23.3,31.9,0,-104,-4116,40,205.353811763348,0,No
0.00627821063995361,23.3,31.9,0,-108,-4128,36,204.461718550815,0,No
0.00629857921600342,23.3,31.9,0,-108,-4128,36,204.461718550815,0,No
0.00631940007209778,23.3,31.9,0,-108,-4128,36,204.461718550815,0,No
0.00633979845046997,23.3,31.9,0,-112,-4112,56,223.169627546101,0,No
0.00636023831367493,23.3,31.9,0,-112,-4112,56,223.169627546101,0,No
0.00638092160224915,23.3,31.9,0,-104,-4112,60,223.110154616521,0,No
0.00640115070343018,23.3,31.9,0,-104,-4112,60,223.110154616521,0,No
0.00642167472839355,23.3,31.9,0,-104,-4112,60,223.110154616521,0,No
0.00644221353530884,23.3,31.9,0,-112,-3964,12,236.469396433625,0,No
0.00646298336982727,23.3,31.9,0,-112,-3964,12,236.469396433625,0,No
0.00648360061645508,23.3,31.9,0,-112,-3964,12,236.469396433625,0,No
0.0065041983127594,23.3,31.9,0,-104,-3988,60,254.592000927764,0,No
0.00652480101585388,23.3,31.9,0,-104,-3988,60,254.592000927764,0,No
0.00654549527168274,23.3,31.9,0,-76,-4228,52,236.106429299912,0,No
0.0065661153793335,23.3,31.9,0,-76,-4228,52,236.106429299912,0,No
0.0065865957736969,23.3,31.9,0,-76,-4228,52,236.106429299912,0,No
0.0066071994304657,23.3,31.9,0,-144,-4288,60,300.998462078099,0,No
0.00662805390357971,23.3,31.9,0,-144,-4288,60,300.998462078099,0,No
0.00664881706237793,23.3,31.9,1,-96,-4036,116,281.942485326879,0,No
0.00666911935806274,23.3,31.9,1,-96,-4036,116,281.942485326879,0,No
0.00668928170204163,23.3,31.9,1,-96,-4036,116,281.942485326879,0,No
0.0067099175453186,23.3,31.9,0,-120,-3984,64,266.083056271887,0,No
0.00673093414306641,23.3,31.9,0,-120,-3984,64,266.083056271887,0,No
0.0067517728805542,23.3,31.9,0,-156,-4352,4,318.544793479869,0,No
0.00677202939987183,23.3,31.9,0,-156,-4352,4,318.544793479869,0,No
0.00679328942298889,23.3,31.9,0,-156,-4352,4,318.544793479869,0,No
0.00681407594680786,23.3,31.9,0,-64,-3988,28,216.374286875577,0,No
0.00683514499664307,23.3,31.9,0,-64,-3988,28,216.374286875577,1,Yes
0.00685574746131897,23.3,31.9,0,-64,-3988,28,216.374286875577,1,Yes
0.00687660932540894,23.3,31.9,1,-400,-3808,-16,511.573284686475,1,Yes
0.00689755582809448,23.3,31.9,1,-400,-3808,-16,511.573284686475,1,Yes
0.00691958904266357,23.3,31.9,1,-72,-4148,24,181.149888700325,1,Yes
0.00694046497344971,23.3,31.9,1,-72,-4148,24,181.149888700325,1,Yes
0.00696127653121948,23.3,31.9,1,-72,-4148,24,181.149888700325,1,Yes
0.00698225712776184,23.3,31.9,0,0,-3780,20,367.764145509776,1,Yes
0.00700304055213928,23.3,31.9,0,0,-3780,20,367.764145509776,0,No
0.00702351117134094,23.3,31.9,0,-48,-3676,24,466.673099351913,0,No
0.00704434871673584,23.3,31.9,0,-48,-3676,24,466.673099351913,0,No
0.00706513404846191,23.3,31.9,0,-48,-3676,24,466.673099351913,1,Yes
0.00708557319641113,23.3,31.9,1,-156,-4756,-136,662.375383771754,1,Yes
0.007106201171875,23.3,31.9,1,-156,-4756,-136,662.375383771754,1,Yes
0.00712699460983276,23.3,31.9,0,-172,-4624,124,600.791226899693,0,No
0.00714811086654663,23.3,31.9,0,-172,-4624,124,600.791226899693,1,Yes
0.0071688289642334,23.3,31.9,0,-172,-4624,124,600.791226899693,1,Yes
0.00718929839134216,23.3,31.9,0,-120,-4208,20,219.427546345993,1,Yes
0.00721008396148682,23.3,31.9,0,-120,-4208,20,219.427546345993,1,Yes
0.00723109650611877,23.3,31.9,1,-72,-4916,-156,808.127100885834,1,Yes
0.00725250911712646,23.3,31.9,1,-72,-4916,-156,808.127100885834,1,Yes
0.00727373814582825,23.3,31.9,1,-72,-4916,-156,808.127100885834,1,Yes
0.0072946445941925,23.3,31.9,0,-204,-4496,-24,448.337470460955,1,Yes
0.00731536054611206,23.3,31.9,0,-204,-4496,-24,448.337470460955,1,Yes
